id,rest_name,rest_address,dish_category,dish_name,dish_disc,dish_ingredients,dish_style,dish_mood,dish_rec_nutritionist,dish_rec_community,dish_rec_a_oblomov,dish_rec_a_ivlev,stat_reviews,stat_rating,foodToMoodCoin,url,dish_price,dish_g
141,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Холодные закуски,Брускетта с лососем,"Брускетты с лососем богаты омегой-3, витаминами группы В12, фосфором, калием. Благоприятное влияние на вашу сердечно-сосудистую систему и на ваше самочувствие обеспечено.;Б21 Ж27 У25 Кк426","Хлеб белый пшеничный домашнего приготовления, лосось слабосолёный, маринованный в свекольном соке, авокадо, соус ирландский, соус крем-Песто, укроп, кунжут",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 5, Радость  = 2, Гнев = 3, Печаль = 4, Волнение = 1",,,, ,  ; 5 ; 5,,http://www.blanc-de-blancs.ru/menu/,620,175
142,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Холодные закуски,Пате из куриной печени,"Пате из куриной печени содержит витамины В12, А, железо, йод. Ваша нервная система будет отлично функционировать, и вы сможете быстро решать различные задачи.;Б21 Ж27 У25 Кк426","Паштет из куриной печени, груша, грецкие орехи в карамели, Пармезан, малиновый соус, пшеничные мини-лепешки",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 1 , Радость  = 3, Гнев = 4, Печаль = 5, Волнение = 2",,,, , ,,http://www.blanc-de-blancs.ru/menu/,490,200
143,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Холодные закуски,Рулетики из баклажана с ростбифом,"Рулетики из баклажана с ростбифом обогащены антоцианом, калием, витаминами В12, цинком, железом, селеном. Данное блюдо способствует замедлению процессов старения, а также повышению тонуса вашего организма.;Б21 Ж27 У25 Кк426","Копченый баклажан, ростбиф, сливочный сыр, томат, грецкий орех, инжирно-горчичный соус",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 2, Радость  = 1, Гнев = 5, Печаль = 3, Волнение = 4",,,, ,  ; 5,,http://www.blanc-de-blancs.ru/menu/,"690
",180
144,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Холодные закуски,Тар-тар из говядины ,"Тар-тар из говядины является источником витаминов группы В12, цинка, железа, селена. Вы станете себя чувствовать свежее и бодрее.;Б3 Ж15 У9 Кк 188","Говяжья вырезка, соус бернуазет, орехи кедровые, пармезан, вяленые томаты, крутоны","Стандартное, диетическое","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Радость  = 5, Гнев = 2, Печаль = 1, Волнение = 3",,,, , ,,http://www.blanc-de-blancs.ru/menu/,650,145
145,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Греческий,"Салат наполнен свежими овощами, обеспечивая организм витаминами А, С, кальцием, калием для поддержания иммунитета. Вы наберетесь сил на весь предстоящий день.;Б7 Ж16 У8 Кк205","Помидоры черри, огурцы, болгарский перец, микс-салат, маслины, оливки, красный лук, сыр фета, оливковое масло","Стандартное, диетическое, вегетарианство ","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 7, Волнение = 8, Печаль = 5, Радость = 6, Гнев  = 3",,,, ,  ; 5 ; 5,,http://www.blanc-de-blancs.ru/menu/,520,240
146,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Нисуаз,"Салат Нисуаз с тунцом богат омега-3, витаминами группы В12, фосфором, калием. Ваше сердце будет работать как часы, а вы сможете щелкать различные задачи как орешки.;Б25 Ж24 У12 Кк368","Тунец на гриле med-rare, анчоусы, яйцо пашот, кенийская фасоль,  мини-картофель, красный лук, болгарский перец, микс-салат, оливковое масло, соевый соус, бальзамический уксус",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 5, Волнение = 4, Радость = 1, Печаль = 2, Спокойствие  = 4",,,, , ,,http://www.blanc-de-blancs.ru/menu/,690,270
147,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,A La Capri ,"Салат A La Capri с моцареллой и помидорами содержит кальций, фосфор, витамин А, РР. Благодаря ним вы станете чувствовать себя уверенее и будете выглядеть привлекательнее.;Б19 Ж32 У9 Кк300","Моцарелла буффало, помидоры, вяленые томаты, салат руккола, соус Песто и крем-бальзамик","Стандартное, диетическое, вегетарианство ","Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 1, Радость = 3, Печаль = 4, Спокойствие  = 9",,,, , ,,http://www.blanc-de-blancs.ru/menu/,670,240
148,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Салат овощной ,"Овощной салат наполнит вас витаминами А, С, кальцием, калием, способствуя здоровому пищеварению. Ваш организм обязательно скажет вам спасибо.;Б15 Ж57 У64 Кк832","Помидоры розовые, перец болгарский, свежие огурцы, лук красный, масло оливковое, зелень","Стандартное, диетическое, вегетарианство, сыроедение, веганство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 7, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,http://www.blanc-de-blancs.ru/menu/,,
149,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Салат с куриной печенью ,"Салат с куриной печенью богат витаминами В12, А, железом, йодом. Данное блюдо обеспечит вас необходимыми полезными веществами на весь день.;Б15 Ж57 У64 Кк832","Карамелизированная куриная печень, микс-салат, сыр дор-блю, клубника, виноград, миндальные хлопья, медово-оливковая заправка с зернистой горчицей",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 3, Радость = 2, Гнев = 9, Печаль = 1, Волнение = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,680,185
150,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Салат с морепродуктами ,"Салат с морепродуктами окажет благоприятное влияние на здоровье сердца благодаря содержанию витаминов A, D, E, K, бета-каротина. Вы станете чувствовать себя счастливее и жизнерадостнее.;Б21 Ж20 У7 Кк288","Креветки, кальмары, свежий шпинат, авокадо, свежие огурцы, творожный сыр, свежий грейпфрут, апельсиновый соус","Стандартное, диетическое ","Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 3, Гнев = 2, Радость = 5, Печаль = 7, Спокойствие  = 8",,,, , ,,http://www.blanc-de-blancs.ru/menu/,680,260
151,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Салат с телячьими щечками,"Салат позволит вам ощутить прилив сил благодаря витамину В12, цинку, железу, селену. Заряд энергии вам обеспечен.;Б15 Ж31 У4 Кк351","Томленые телячьи щечки, помидоры, красный лук, шпинат, ирландский соус","Стандартное, диетическое ","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 6, Волнение = 2, Спокойствие = 1, Радость = 8, Гнев  = 6",,,, , ,,http://www.blanc-de-blancs.ru/menu/,560,195
152,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Салат Франш-Конте,"Салат укрепит ваш скелет, вы станете чувствовать себя сильнее и увереннее. Все это благодаря содержащемуся в блюде гистидину, серотонину, омеги-3, селену, железу, витамину В12.;Б18 Ж44 У15 Кк520","Куриная грудка гриль, бекон, картофель, шампиньоны, помидоры черри, микс-салат и сливочный соус с зернистой горчицей",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 9, Спокойствие = 5, Гнев = 7, Радость  = 9, Волнение = 1",,,, , ,,http://www.blanc-de-blancs.ru/menu/,580,200
153,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Салаты,Салат Цезарь ,"Благодаря гистидину, серотонину, омеге-3, селену, железу, витамину В12 салат оказывает благоприятное влияние на вашу кожу. Вы станете чувствовать себя увереннее и привлекательнее.;Б28 Ж45 У18 Кк590","Куриное филе на гриле, салат Романо, соус цезарь, помидоры черри, перепелиное яйцо, пармезан, гренки из французского багета",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 4, Волнение = 9, Радость = 7, Печаль = 8, Спокойствие  = 2",,,, , ,,http://www.blanc-de-blancs.ru/menu/,560,230
154,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Супы,Крем-суп из лесных грибов ,"Благодаря данному блюду ваш организм насытится витаминами B, C, фосфором, калием, кальцием, магнием, цинком. Ваше самочувствие повысится, и вы будете готовы для новых свершений.;Б7 Ж46 У13 Кк492","Шампиньоны, картофель, грибы белые, лук репчатый, молоко, масло растительное, сливки, крутоны, масло трюфельное",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 5, Радость = 3, Печаль = 4, Спокойствие  = 2",,,, , ,,http://www.blanc-de-blancs.ru/menu/,450,300
155,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Супы,Куриный бульон с Пармезаном ,"Суп содержит гистидин, серотонин, омегу-3, селен, железо, витамин В12. Блюдо укрепит ваш организм и благоприятно скажется на вашем самочувствии.;Б21 Ж19 У2 Кк262","Куриный бульон, яйцо куриное, сыр Пармезан, зелень, помидоры конкасе, масло оливковое","Стандартное, диетическое","Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 6, Волнение = 3, Радость = 1, Печаль = 2, Спокойствие  = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,420,310
156,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Супы,Марсельский суп с морепродуктами ,"Суп содержит омегу-3, витамины группы В12, фосфор, калий. Благодаря ним ваша внешность преобразится, а уверенность в себе поднимется на новый уровень.;Б31 Ж14 У37 Кк37","Рыбный бульон, панцири креветок, картофель, лук репчатый, морковь, томаты, лавровый лист, белок вино, сельдерей, мидии, креветки, кальмары, филе лососевой рыбы, жареный багет, масло оливковое","Стандартное, диетическое","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 3, Радость = 2, Гнев = 4, Печаль = 1, Волнение = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,650,300
157,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Супы,Рыбный суп A La Provence,"Благодаря омеге-3, витаминам группы В12, фосфору, калию суп окажет благоприятное влияние на вашу сердечно-сосудистую систему. Вы почувствуете прилив сил и энергии.;Б21 Ж15 У43 Кк394","Рыбный бульон, картофель, морковь, лук порей, фенхель, лосось, окунь, судак, зелень",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 2, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,http://www.blanc-de-blancs.ru/menu/,550,360
158,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Супы,Кассуле,"Благодаря витаминам В12, цинку, железу, селену суп поддерживает здоровый обмен веществ и улучшает пищеварение. Прилив сил вам обеспечен.;Б21 Ж15 У43 Кк394","Говяжья похлебка, белая и красная фасоль, демиглас, томатная база, карамельный лук. Подается с черносливом, обжаренной говяжьей вырезкой. Украшается зеленью.",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Волнение = 1, Печаль = 5, Радость = 6, Гнев  = 3",,,, , ,,http://www.blanc-de-blancs.ru/menu/,620,300
159,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Супы,Французский луковый суп ,"Антибактериальные свойства лука обязательно защитят вас от простуды. А также содержащиеся в супе витамины С, Е, В, фосфор, железо укрепят иммунитет.;Б21 Ж13 У63 Кк454","Карамелизированный лук в бренди с тимьяном, куриный бульон, тосты из багета запеченными под сыром",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 4, Гнев = 2, Радость = 5, Печаль = 6, Спокойствие  = 1",,,, , ,,http://www.blanc-de-blancs.ru/menu/,490,250
160,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие закуски,Жульен из лесных грибов,"Поддерживает здоровье глаз и кожи за счет содержания витамина B, C, фосфора, калия. Ваша жизнь заиграет новыми красками.;Б15 Ж41 У6 Кк455","Белые грибы, шампиньоны, сливки, сыр чеддер, мука, молоко","Стандартное, вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие =, Радость  =, Гнев =, Печаль =, Волнение = ",,,, , ,,http://www.blanc-de-blancs.ru/menu/,390,120
161,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие закуски,Камамбер с ягодным соусом ,"Камамбер с ягодным соусом содержит кальций, фосфор, витамин А, РР, которые способствуют здоровью костной сисмемы. Все, что нужно для красивой осанки в одном блюде.;Б24 Ж70 У66 Кк989","Обжаренный в панировке сыр камамбер и зеленое яблоко, ягодный соус, клубника, мята",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие =, Радость  =, Гнев = , Печаль =  , Волнение = ",,,, , ,,http://www.blanc-de-blancs.ru/menu/,690,150
162,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие закуски,Овощной рататуй с Моцареллой ,"Овощной рататуй с Моцареллой сочетает в себе ароматные овощи, содержащие антоциан, калий, кальций, фосфор, А, РР. Приятный аромат и вкус блюда помогут вам расслабиться и насладиться моментом.;Б26 Ж40 У16 Кк528","Рататуй из баклажанов, цуккини, болгарского перца, сыр моцарелла, запеченный под соусом песто и пилати","Стандартное, вегетарианство ","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = , Радость  =, Гнев = , Печаль = , Волнение = ",,,, , ,,http://www.blanc-de-blancs.ru/menu/,720,350
163,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Паста,Карбонара,"Карбонара богата витаминами группы В, железом, калием, фосфором. Данное блюдо с его насыщенным вкусом и ароматом поможет вам расслабиться и насладиться моментом благодаря сочетанию бекона и сыра Пармезан.;Б30 Ж79 У54 Кк1048","Спагетти, бекон, белое вино, сливки, куриный желток, пармезан, базилик",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 5, Радость = 3, Печаль = 4, Спокойствие  = 2",,,, , ,,http://www.blanc-de-blancs.ru/menu/,550,260
164,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Паста,Ризотто с креветками ,"Ризотто с креветками обладает нежным и насыщенным вкусом, который создает уютную атмосферу и способствует расслаблению благодаря витаминам A, D, E, K и бета-каротину.;Б20 Ж63 У23 Кк740","Тигровые креветки, белое вино, рис арборио, лук порей, сливки, пармезан, сливочное масло, базилик",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 6, Волнение = 3, Радость = 1, Печаль = 2, Спокойствие  = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,680,260
165,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Паста,Ризотто с лесными грибами,"Нежное сочетание риса и ароматных грибов, способствует здоровью кожи и волос. Благоприятное влияние на организм оказывают витамины группы В, цинк, магний.;Б16 Ж77 У25 Кк854","Итальянский рис арборио, белое вино, белые грибы,  сливки, пармезан, сливочное масло, трюфельное масло, базилик",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 3, Радость = 2, Гнев = 4, Печаль = 1, Волнение = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,650,260
166,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Паста,Спагетти Неро с морепродуктами,"Изысканный деликатес, богатый витаминами A, D, E, K, бета-каротином. Это блюдо сочетает в себе интенсивный тигровых креветок, кальмаров и мидий, что поднимает настроение и создает атмосферу праздника.;Б31 Ж62 У59 Кк905","Спагетти с чернилами каракатицы, тигровые креветки, кальмары, мидии, вяленые томаты и базилик, в томатном или сливочном соусе на выбор",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 2, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,http://www.blanc-de-blancs.ru/menu/,690,300
167,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Паста,Фарфалле с белыми грибами ,"Блюдо содержит: кальций, витамины группы В, триптофан, йод. Уникальное сочетание питательных грибов и легкой пасты, способствует здоровому обмену веществ и насыщению организма энергией.;Б20 Ж58 У54 Кк819","Фарфалле в сливочном соусе, белые грибы, шампиньоны и помидоры черри с базиликом",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Волнение = 1, Печаль = 5, Радость = 6, Гнев  = 3",,,, , ,,http://www.blanc-de-blancs.ru/menu/,690,310
168,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Паста,Фарфалле с лососем ,"Благородное сочетание нежного лосося и ароматной пасты, обогащающее организм кальцием, калием, витаминами группы В, триптофаном, йодом, омегой-3, фосфором. Если вам предстоит активный день, то это блюдо точно для вас.;Б37 Ж72 У53 Кк983","Фарфалле, филе лосося гриль, бренди, помидоры черри, пармезан, базилик, сливочный или томатный соус (на выбор)",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 4, Гнев = 2, Радость = 5, Печаль = 6, Спокойствие  = 1",,,, , ,,http://www.blanc-de-blancs.ru/menu/,790,300
169,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Котлеты A La tour из кижуча ,"Котлеты A La tour обогащают организм омегой-3, витаминами группы В12, фосфором, калием. Насыщенный вкус кижуча и аппетитный вид этих котлет помогут вам насладиться прекрасным ужином и поднять настроение.;Б36 Ж71 У39 Кк936","Нежные котлеты из кижуча и семги, картофельное пюре, свежие огурцы, базилик, сливочный соус",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 9, Спокойствие = 5, Гнев = 7, Радость  = 11, Волнение = 1",,,, , ,,http://www.blanc-de-blancs.ru/menu/,890,350
170,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Бёф Бургиньон ,"Ароматное и насыщенное блюдо с нежным говяжьим мясом сожержит витамины группы В12, цинк, железо, селен. Бёф Бургиньон создает уютную атмосферу и способствует расслаблению организма.;Б25 Ж63 У36 Кк809","Классическое французское блюдо. Томлёная (несколько часов) в вине говядина в мясном соусе. Подаётся с медовой морковью, обжаренным беконом и шампиньонами",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 5, Волнение = 4, Радость = 1, Печаль = 2, Спокойствие  = 7",,,, , ,,http://www.blanc-de-blancs.ru/menu/,1200,300
171,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Бефстроганов из телятины ,"Бефстроганов из телятины богат витаминами В12, цинком, железом, селеном. Нежное мясо телятины и грибы создают блюдо, которое поднимает настроение и радует вкусом.;Б25 Ж63 У36 Кк809","Тушенная говяжья вырезка, болгарский перец, шампиньоны, маринованный огурец, лук репчатый, сливки, сметана, картофельное пюре, микс-салат, помидоры черри",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 6, Гнев = 11, Радость = 10, Печаль = 4, Спокойствие  = 9",,,, , ,,http://www.blanc-de-blancs.ru/menu/,750,385
172,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Дорадо a La Provence ,"Сочное морское блюдо богато омегой-3, витаминами группы В12, фосфором, калием. Дорадо a La Provence помогает расслабиться и насладиться прекрасным времяпрепровождением.;Б30 Ж33 У43 Кк592","Филе средиземноморской дорады гриль, припущенные в белом вине цукини и помидоры черри, сливочное масло, прованские травы",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие= 6, Волнение = 11, Радость = 4, Печаль = 3, Гнев = 8",,,, , ,,http://www.blanc-de-blancs.ru/menu/,1100,250
173,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Камбала в сливочном соусе ,"Нежное мясо камбалы, сочные овощи и сливочный соус создают блюдо, которое поможет вам набраться сил и насладиться вкусом. Содержит омегу-3, витамины группы В12, фосфор, калий.;Б30 Ж33 У43 Кк592","Камбала в сливочном соусе с мини-картофелем, вялеными томатами и луком фри",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 4, Волнение = 8, Печаль = 5, Радость = 6, Гнев  = 3",,,, , ,,http://www.blanc-de-blancs.ru/menu/,690,240
174,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Кордон блю ,"Хрустящий кордон блю с нежным мясом и сыром способствует хорошему настроению благодаря сочетанию текстур и вкусов. Благодаря содержащимуся в блюде тидину, серотонину, омеге-3, селену, железу, витаминам группы В12 вы будете чувствовать себя превосходно.;Б61 Ж66 У58 Кк1072","Обжаренная куриная грудка в панировке, ветчина, сыр гауда, обжаренный мини-картофель, стручковая фасоль, помидоры черри, чеснок, сливочно-сырный соус",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Волнение = 3, Гнев = 2, Радость = 5, Печаль = 7, Спокойствие  = 8",,,, , ,,http://www.blanc-de-blancs.ru/menu/,950,330
175,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Куриные котлеты,"Простое блюдо, которое создает атмосферу уюта и комфорта, помогая насладиться простотой вкуса. Куриные котлеты придадут вам сил и энергии благодаря содержащимуся тидину, серотонину, омеге-3, селену, железу, В12.;Б39 Ж48 У16 Кк649","Обжаренные на гриле котлеты из рубленного куриного филе, помидоры черри, сырный соус",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 6, Волнение = 10, Спокойствие = 1, Радость = 8, Гнев  = 6",,,, , ,,http://www.blanc-de-blancs.ru/menu/,690,180
176,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Лосось на гриле с авокадо и шпинатом,"Блюдо богато омегой-3, витаминами группы В12, фосфором, калием. Сочное мясо лосося и авокадо создают блюдо, которое обязательно порадует ваши вкусовые рецепторы.;Б39 Ж53 У18 Кк705","Стейк из лосося, шпинат, обжаренный в ирландском соусе, свежий авокадо, соус дорблю",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 3, Радость = 2, Гнев = 10, Печаль = 1, Волнение = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,1400,330
177,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Обжаренный тунец на гриле с овощами,"Обжаренный тунец на гриле с овощами обогащен омегой-3, витаминами группы В12, фосфором и калием. Интенсивный вкус тунца и свежих овощей на гриле создают блюдо, которое помогает поднять настроение благодаря сочетанию невероятных вкусов.;Б32 Ж52 У12 Кк653","Обжаренный на гриле индонезийский тунец на подушке из нарезанных соломкой овощей (цукини, баклажаны, болгарский перец, помидоры черри), в томатном, сливочном или соевом соусе (на выбор), базилик",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 4, Волнение = 9, Радость = 7, Печаль = 8, Спокойствие  = 2",,,, , ,,http://www.blanc-de-blancs.ru/menu/,790,270
178,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Томленые говяжьи щечки ,"Томленые говяжьи щечки богаты витаминами группы В12, цинком, железом, селеном, калием, кальцием, магнием, которые благоприятно скажутся на вашем самоощущении. Нежное говяжье мясо создает блюдо, которое помогает набраться сил и насладиться изысканным вкусом.;Б39 Ж21 У25 Кк443","Говяжьи щечки су-вид, картофельное пюре, мусс из сельдерея, соус демиглас, помидоры черри","Стандартное, диетическое","Радость, Печаль, Гнев, Спокойствие, Волнение,","Спокойствие = 10, Волнение = 2, Печаль = 11, Радость = 3, Гнев  = 9",,,, , ,,http://www.blanc-de-blancs.ru/menu/,850,300
179,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Горячие блюда,Филе миньон,"Филе миньон богато витаминами группы В12, цинком, железом, селеном, калием, кальцием, магнием. Нежное мясо филе с аппетитным видом порадует любого посетителя.;Б45 Ж95 У25 Кк1132","Филе из говяжьей вырезки гриль, жареный мини-картофель, соус демиглас, красное вино, кедровые орешки, помидоры черри, розмарин",Стандартное,"Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 1, Волнение = 7, Радость = 3, Печаль = 10, Спокойствие  = 11",,,, , ,,http://www.blanc-de-blancs.ru/menu/,1900,315
180,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Десерты,"Груша ""Три сыра""","Сочная груша, сочетающаяся с различными видами сыра сожержит кальций, фосфор, А, РР. Уникальный вкус блюда помогает поднять настроение и насладиться сладким моментом.;Б4 Ж11 У48 Кк310","груша конференс, творожный сыр, Сыр Дор-блю, красное вино, корица, тимьян, мёд, сахар, базилик, крем-бальзамик","Стандартное, диетическое, вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Гнев = 3, Волнение = 2, Радость = 4, Печаль = 5, Спокойствие  = 1",,,, , ,,http://www.blanc-de-blancs.ru/menu/,520,130
181,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Десерты,Крем брюле ,"Десерт обогащен кальцием, магнием, витаминами группы В. Хрустящая корочка карамели и нежный крем позволяют расслабиться и насладиться вкусом блюда.;Б5 Ж32 У24 Кк404","Сливочный заварной крем, сахарная карамелизированная корочка, физалис","Стандартное, диетическое, вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 1, Гнев = 2, Волнение = 5, Спокойствие = 4, Радость = 3",,,, , ,,http://www.blanc-de-blancs.ru/menu/,390,90
182,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Десерты,Меренговый рулет ,"Воздушный меренг создает атмосферу праздника и радости. Все благодаря содержащемуся в нем кальцию, магнию и витаминам группы В.;Б5 Ж45 У23 Кк332","Тонкая меренга, сливки, розмарин, имбирь, банан, фисташки, миндально-маковый бисквит с вишневым конфитюром и заварным кремом","Стандартное, диетическое, вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 2, Гнев = 1, Волнение = 4, Спокойствие = 3, Радость = 5",,,, , ,,http://www.blanc-de-blancs.ru/menu/,400,100
183,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Десерты,Бакский чизкейк ,"Бакский чизкейк богат кальцием, магнием, витаминами группы В. Ароматный и нежный десерт создает уютную атмосферу и дарит вам радость благодаря своему невероятному вкусу.;Б12 Ж48 У59 Кк716","жженый пирог с темной корочкой и нежнейшим, почти текучим центром. Украiается сливочным кокосовым кремом, и свежей клубникой","Стандартное, диетическое, вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 3, Гнев = 4, Волнение = 1, Спокойствие = 5, Радость = 2",,,, , ,,http://www.blanc-de-blancs.ru/menu/,390,150
184,Блан де Блан,"Москва, ул. Люсиновская, 36/50",Десерты,Шоколадный флан,"Насыщенный шоколадный вкус флана обогащает организм кальцием, фосфором, витамином С. Благодаря сладкому угощению хорошее настроение вам обеспечено.;Б15 Ж44 У81 Кк778","Кремовый, шелковисто-гладкий шоколадный кекс с жидкой шоколадной начинкой. Подается с шариком ванильного мороженого и ягодным соусом.","Стандартное, диетическое, вегетарианство","Радость, Печаль, Гнев, Спокойствие, Волнение,","Печаль = 4, Гнев = 5, Волнение = 3, Спокойствие = 2, Радость = 1",,,, , ,,http://www.blanc-de-blancs.ru/menu/,490,150
